cn,en,count
一香高月,takatsuki ichika,256
武优,takeyuu,256
雷神（惊奇）,thor (marvel),256
解开的围巾,undone neckerchief,256
生动的罢工！,vivid strike!,256
大眼瞪小眼,wall-eyed,256
八神 (mukage),yagami (mukage),256
zas m21（女子前线）,zas m21 (girls' frontline),256
坏端预固化,bad end precure,255
波拉（武器）,bola (weapon),255
博瓦利亚,bowalia,255
chaki（茶具）,chaki (teasets),255
舞藤,chorefuji,255
海螺,conch,255
宇宙的（皇冠小丑宇宙的）,cosmic (crownclowncosmic),255
碰撞,crash,255
弯刀（剑）,cutlass (sword),255
依诺聚糖,enosan,255
fu hua (phoenix),fu hua (phoenix),255
好球,great ball,255
加若,gyaruo,255
萩屋正照,hagiya masakage,255
手放在腿上,hands on legs,255
hataraku saibou 黑色,hataraku saibou black,255
叶月渚,hazuki nagisa,255
嘿大有,hey taisyou,255
日上伊塔鲁,hinoue itaru,255
拿着裙子,holding skirt,255
跳跳,hoppip,255
骑士kuuga来了,kamen rider kuuga,255
坎普费尔,kampfer,255
片桐八乡,katagiri hachigou,255
金比乌,kienbiu,255
和服脱掉,kimono removed,255
kochiya (gohope),kochiya (gothope),255
红之栖悟,kounosu satori,255
m14,m14,255
抹茶,maccha,255
魔界天士吉布里勒,makai tenshi djibril,255
正树笹美,masaki sasami jurai,255
南咲,minami saki,255
宫古（直继）,miyako (naotsugu),255
君主（碧蓝航线）,monarch (azur lane),255
nyto（少女前线）,nyto (girls' frontline),255
枕形,pincushion,255
ppk（少女前线）,ppk (girls' frontline),255
普恩,pu-en,255
隆隆玫瑰,rumble roses,255
西津泥头军搜,saizu nitou gunsou,255
seelie（原神冲击）,seelie (genshin impact),255
矜持的,selcky,255
弹响手指,snapping fingers,255
印记,stamp mark,255
时崎朝羽,tokisaki asaba,255
东京塔,tokyo tower,255
小谷智之,tomoyuki kotani,255
月神runa,tsukigami runa,255
战甲,warframe,255
湿脸,wet face,255
湿地,wetland,255
阿黛安娜,adiane,254
ami 和墙,amai nekuta,254
aponia（本海冲击）,aponia (honkai impact),254
手臂搭在肩上,arm over shoulder,254
天蓝色前锋枪伏,azure striker gunvolt,254
蓝色gk,blue gk,254
蓝前辈,blue-senpai,254
邦妮 (rsg),bonnie (rsg),254
足球,calcio,254
ch'en the holungday (arknights),ch'en the holungday (arknights),254
钟世客,chung seiker,254
克苏鲁,cthulhu,254
cu chulainn（命运/原型）,cu chulainn (fate/prototype),254
治愈薄荷,cure mint,254
花括号,curly brace,254
dororo（手冢）,dororo (tezuka),254
多西,doxy,254
伊洛娜,elona,254
透过帽子可以看到眉毛,eyebrows visible through hat,254
fuusuke (fusuke208),fuusuke (fusuke208),254
扭蛋,gacha-m,254
绿色322,green322,254
古伦拉甘,gurren-lagann,254
袴田雏田,hakamada hinata,254
心形发髻,heart hair bun,254
拿着骨头,holding bone,254
堀正之,hori masayuki,254
基耶扎,kieyza,254
kingprotea（命运）,kingprotea (fate),254
惠宫,megumiya,254
单片眼镜链,monocle chain,254
没有头饰,no headgear,254
奥克兰,ohland,254
阴茎上的内裤,panties on penis,254
传送门 1,portal 1,254
无力的歌,powerlesssong,254
俯卧撑,push-ups,254
度假区,resort boin,254
盾牌印刷,shield print,254
白雪友惠,shirayuki tomoe,254
桑巴提亚,ssambatea,254
蒸汽朋克（骗子软件）,steampunk (liarsoft),254
史黛拉·尤尼贝尔,stella unibell,254
暴风牛,stormcow,254
剑印,sword print,254
剑客（仙境传说在线）,swordsman (ragnarok online),254
塔瓦瓦挑战,tawawa challenge,254
达伦山传奇,the saga of darren shan,254
绑袖子,tied sleeves,254
tj-type1,tj-type1,254
土屋（少女与装甲）,tsuchiya (girls und panzer),254
瓦什佩拉多,vashperado,254
虚拟开启,virtual on,254
芥末,wasabi (sekai),254
天气预报,weather report,254
优酷（千亿）,yuku (kiollion),254
安倍佳俊,abe yoshitoshi,253
Artwhirl 魔法学园的乙女立,artwhirl mahou gakuen no otome-tachi,253
明日香 (2010),ashita (2010),253
觉醒三木,awakened miki,253
蓝地,bluefield,253
自相残杀,cannibalism,253
审查食品,censored food,253
通过衣服舔阴,cunnilingus through clothes,253
手放在地板上,hands on floor,253
鸠山五郎,hatoyama itsuru,253
法子帝国日志,houkago teibou nisshi,253
超级开花,hyper blossom,253
岩谷尚文,iwatani naofumi,253
开日成百万亚瑟,kai-ri-sei million arthur,253
kazusa（蓝色档案）,kazusa (blue archive),253
莉莉丝（saikin yatotta 女仆 ga ayashii）,lilith (saikin yatotta maid ga ayashii),253
木偶,marionette,253
丸间,maruma (maruma gic),253
梅利奥达斯,meliodas,253
绿富,midori foo,253
村崎式部（泳装骑士）（命运）,murasaki shikibu (swimsuit rider) (fate),253
长吉昴,nagayoshi subaru,253
诺拉女武神,nora valkyrie,253
万丹,ouendan,253
游行,paradeus,253
宝可梦：暮光之翼,pokemon: twilight wings,253
重复（故事）,repede (tales),253
圣祭,santa matsuri,253
手上的伤疤,scar on hand,253
谢菲尔德 (kancolle),sheffield (kancolle),253
英石。圣卢西亚学院校服,st. lucia academy school uniform,253
高岭奈达,takamine nadare,253
天国结晶,tenkuu no crystalia,253
眼睛里的文字,text in eyes,253
鹤雅校服,tsuruga school uniform,253
文托,vento,253
wakamo(泳装)(蓝色存档),wakamo (swimsuit) (blue archive),253
西方漫画（风格）,western comics (style),253
狼跑,wolfrun,253
腕花,wrist flower,253
yabuki kana,yabuki kana,253
八神口,yagami kou,253
有纪晃,yuuki akira,253
终结者区,zone of the enders,253
3四,3four,252
98-棕褐色,98-tan,252
阿布阿,abua,252
茜屋,akaneya,252
艾伦沃克,allen walker,252
锚饰品,anchor ornament,252
烤盘,baking sheet,252
别西卜（umineko）,beelzebub (umineko),252
beige pants,beige pants,252
甜蜜的,bounsweet,252
勇敢的女孩乌鸦,brave girl ravens,252
布丽吉特（守望先锋）,brigitte (overwatch),252
布苏人金,busou renkin,252
cc 柠檬（字符）,c.c. lemon (character),252
捕获,captured,252
锡兰（方舟之夜）,ceylon (arknights),252
查姆佩,chamupei,252
茅崎由香里,chigasaki yukari,252
chikuma kai ni (kancolle),chikuma kai ni (kancolle),252
巧克力,chocoan,252
球场王牌,courreges ace,252
克里姆维尔,crimvael,252
皱巴巴的纸,crumpled paper,252
治愈巧克力,cure chocolat,252
d4dj,d4dj,252
黑暗宝珠（魔法小圆）,dark orb (madoka magica),252
鸭鸭,dduck kong,252
死于白天,dead by daylight,252
日记,diary,252
分身,doppelganger,252
精灵撒谎,elfen lied,252
公认会计准则（umineko）,gaap (umineko),252
吉布森·莱斯·保罗,gibson les paul,252
绿领,green collar,252
手榴弹头饰,grenade hair ornament,252
哈根汤,hagane soushi,252
桥本喵,hashimoto nyaa,252
孵化,hatching,252
拿着手提箱,holding suitcase,252
honekoneko (psg),honekoneko (psg),252
堀部秀郎,horibe hiderou,252
星久魔女meruru,hoshikuzu witch meruru,252
宝石闪烁,jewelpet twinkle,252
小丑（卡）,joker (card),252
jyt,jyt,252
卡努科,kaenuco,252
柿根帝德,kakine teitoku,252
亲属（英雄联盟）,kindred (league of legends),252
接吻日,kiss day,252
基辛格,kitazinger,252
敲门,knocking,252
红坂中国,kousaka china,252
黑田明美,kuroda akimi,252
黑田和也,kuroda kazuya,252
马米奎亚,mameeekueya,252
旋律（项目旋律）,melody (projektmelody),252
水原悠,mizuhara yuu,252
茂木速见,mogiki hayami,252
桃宫一护,momomiya ichigo,252
猴童,monkey boy,252
真人快打,mortal kombat,252
多个帽子蝴蝶结,multiple hat bows,252
神秘的罗蕾莱（鸟）,mystia lorelei (bird),252
negi (ulog'be),negi (ulog'be),252
名称 (noommee),nome (nnoommee),252
冈麻糬,oka mochi,252
奥野田美代,okunoda miyoi,252
大须真真子,oosuki mamako,252
橙色的角,orange horns,252
阴茎帕克,peni parker,252
波波波卡,popopoka,252
主要,prime,252
贝贝摩卡,pui pui molcar,252
符文工厂4,rune factory 4,252
雪,s-now,252
隐形手淫,stealth masturbation,252
suenari（和平）,suenari (peace),252
隅崎柚菜,sumisaki yuzuna,252
吨公斤,t k g,252
大正（gumiyuki）,taisho (gumiyuki),252
tama (tama-s),tama (tama-s),252
天机之子,tenki no ko,252
文本审查员,text censor,252
皇帝（方舟）,the emperor (arknights),252
瓦屋顶,tile roof,252
远方美里奥,togata mirio,252
交通镜,traffic mirror,252
月冈月穗,tsukioka tsukiho,252
鹤见千子,tsurumi chiriko,252
ukokkei,ukokkei,252
开膛手,vanripper,252
竖条纹手套,vertical-striped gloves,252
瓦涛,watao,252
白色头巾,white bandana,252
女巫怜悯,witch mercy,252
xretakex,xretakex,252
由佐美,yusa emi,252
汤太摩,yutamaro,252
查莉娅（守望先锋）,zarya (overwatch),252
尊达拉蓬,zundarepon,252
又名林戈,aka ringo,251
小豆梓,azuki azusa,251
百灵小酒,bailingxiao jiu,251
创造者（仙境传说在线）,creator (ragnarok online),251
杂技演员,crobat,251
电艾米利亚,electro emilia,251
13号星期五,friday the 13th,251
吉所,gisyo,251
戈里博特,goribote,251
祖父钟,grandfather clock,251
扶手,handrail,251
上吊,hanged,251
早川明里,hayakawa akari,251
头放在桌子上,head on table,251
头蒸,head steam,251
树篱,hedge,251
广惠丽,hiroe rei,251
hirune (konekonelkk),hirune (konekonelkk),251
久之广和,hisayuki hirokazu,251
拿着鸟,holding bird,251
惠奈月,huei nazuki,251
神中！,kamichu!,251
金尼库曼,kinnikuman,251
咳咳,koffing,251
久次拉直人,kujira naoto,251
水田贤治,mizuta kenji,251
砂浆,mortar,251
火锅,nabe,251
内投公社,naitou kouse,251
西野花 (umamusume),nishino flower (umamusume),251
桔梗没有明道散,orenchi no meidosan,251
一分钱波伦蒂娜,penny polendina,251
手臂上的宝可梦,pokemon on arm,251
紫色头带,purple headband,251
赛车手（磁铁）,racer (magnet),251
reisen udongein inaba (cosplay),reisen udongein inaba (cosplay),251
陆丸,rikumaru,251
riv,riv,251
搁板胸罩,shelf bra,251
白雪水濑,shirayuki mizore,251
尖刺的阴茎,spiked penis,251
玉兔,tamamon,251
内在的恶魔,the evil within,251
你yuz xx,u yuz xx,251
衬裙,underskirt,251
背心套在衬衫上,vest over shirt,251
奇迹节,wonder festival,251
由纪未来 (2017),yuki miku (2017),251
10个月,10mo,250
40010原型,40010prototype,250
aardwolf (kemono 朋友),aardwolf (kemono friends),250
调整护目镜,adjusting goggles,250
阿玛丽利斯古米,amaryllis gumi,250
臀部之间,between buttocks,250
查万（yultutari）,chawan (yultutari),250
色漏,color drain,250
驱逐舰（少女前线）,destroyer (girls' frontline),250
内裤下的假阳具,dildo under panties,250
浮动头饰,floating headgear,250
g-春天女神（石由美）,g-spring goddess (ishiyumi),250
吉巴吉巴,gibagiba,250
注射,injection,250
岩户霞,iwato kasumi,250
朱莉娅（火徽）,julia (fire emblem),250
k (动漫),k (anime),250
烈焰骑士,kiana kaslana (herrscher of flamescion),250
国头干屋,kokutou mikiya,250
kuroinu ~kedakaki seijo wa hakudaku ni somaru~,kuroinu ~kedakaki seijo wa hakudaku ni somaru~,250
黑野悠,kurono yuu,250
载入画面,loading screen,250
长围巾,long scarf,250
miramikaru riran,miramikaru riran,250
沟口圭司,mizoguchi keiji,250
水岛咲,mizushima saki,250
金钱手势,money gesture,250
森本清奈,morimoto kiyona,250
猫之轮,nekono rin,250
奥西奥,osisio,250
萨曼托利亚王子,prince of samantoria,250
紫色边框,purple border,250
普鲁鲁特,pururut,250
q azieru,q azieru,250
rokudenashi majutsu koushi to akashic record,rokudenashi majutsu koushi to akashic record,250
蜈蚣,scolipede,250
胫带,shin strap,250
单肩连衣裙,single-shoulder dress,250
粉碎邀请,smash invitation,250
寿司,sushio,250
秋千椅,swing set,250
漩涡,swirl,250
utage (夏天的花朵) (arknights),utage (summer flowers) (arknights),250
先锋公主,vanguard princess,250
黄色嘴唇,yellow lips,250
读子朗读人,yomiko readman,250
阿蒙尼托,amonitto,249
傲君,ao jun,249
青山隅香,aoyama sumika,249
大括号,braces,249
扣环,buckler,249
鲍威尔,bwell,249
圈养珠环,captive bead ring,249
运输,carriage,249
工厂,factory,249
女炮手（地下城与战士）,female gunner (dungeon and fighter),249
玻璃文字,glass writing,249
格劳克斯（方舟之夜）,glaucus (arknights),249
心眼罩,heart eyepatch,249
抱着别人的头,holding another's head,249
控股厂,holding plant,249
宝藏院御庭,houzouin oniwaka,249
犬（丸目）,inu (marukome),249
ipuu (el-ane koubou),ipuu (el-ane koubou),249
itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu,itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu,249
junsuina fujunbutsu,junsuina fujunbutsu,249
ka级潜艇,ka-class submarine,249
袈裟郎,kesoshirou,249
来自悟饭,kibanda gohan,249
桐生萌花,kiryuu moeka,249
鞋带,laces,249
leblanc（英雄联盟）,leblanc (league of legends),249
左手,lefthand,249
利普斯（偶像大师）,lipps (idolmaster),249
牧村俊介,makimura shunsuke,249
米利姆纳瓦,milim nava,249
牛奶罐,miltank,249
御坂诗织,misaka shiori,249
生依,moyori,249
七海遥,nanami haruka,249
床头柜,nightstand,249
保拉（母亲 2）,paula (mother 2),249
梦幻之星便携2,phantasy star portable 2,249
粉红色羽毛,pink feathers,249
pixiv 标志,pixiv logo,249
宝可梦 rgby（原型）,pokemon rgby (prototype),249
potg (piotegu),potg (piotegu),249
穿鞋,putting on shoes,249
红色抹胸,red bandeau,249
从右到左的漫画,right-to-left comic,249
龙崎海,ryuuzaki umi,249
saemon (tonpura),saemon (tonpura),249
护目镜,safety glasses,249
坂本峰路,sakamoto mineji,249
猩红色宜必思（kemono朋友）,scarlet ibis (kemono friends),249
粉碎,shattered,249
石狮欧,shishiou,249
铁木 (man190),tiemu (man190),249
东北板子,touhoku itako,249
当森,tousen,249
图米,twumi,249
梵高（命运）,van gogh (fate),249
渡边义弘,watanabe yoshihiro,249
白色连身裤,white jumpsuit,249
八重巫女（狐狸）,yae miko (fox),249
yqgkg,yqgkg,249
拉链连衣裙,zipper dress,249
有熊山,araiguma-san,248
别西卜（地狱猎手）,beelzebub (helltaker),248
一桶水,bucket of water,248
胸围测量,bust measuring,248
五（五叶）,cinque (nanoha),248
ctrlz77,ctrlz77,248
绝望,despair,248
钻石部落套装,diamond clan outfit,248
垂死的消息,dying message,248
右卫门,emon-yu,248
阴影中的眼睛,eyes in shadow,248
fanning crotch,fanning crotch,248
花床,flower bed,248
鹅,goose,248
固拉多,groudon,248
炮手,gunner (sekaiju),248
头发围巾,hair scarf,248
拿着弩,holding crossbow,248
星 (snacherubi),hoshi (snacherubi),248
i-400（坎科尔）,i-400 (kancolle),248
杰夫,jadf,248
快乐（宝可梦）,joy (pokemon),248
肯努（肯尼）,kenuu (kenny),248
koban（金）,koban (gold),248
林哈特·冯·赫夫林,linhardt von hevring,248
里如,liru,248
魔界的主民,makai no juumin,248
minaha (playjoe2005),minaha (playjoe2005),248
海市蜃楼（顶级传奇）,mirage (apex legends),248
莫甘娜（英雄联盟）,morgana (league of legends),248
武当栗人,mutou kurihito,248
裸腰带,naked belt,248
七濑meruchi,nanase meruchi,248
neko (ganecooo),neko (ganecooo),248
忍耐,ninai,248
奥钦萨马,ochinsama,248
凤梨,pina korata,248
红色披肩,red shawl,248
赛士,saishi,248
沙平,salpin,248
萨拉（碧蓝幻想）,sara (granblue fantasy),248
seliph（火徽）,seliph (fire emblem),248
splat 滚筒 (splatoon),splat roller (splatoon),248
泰德萨里泽的校服,tedeza rize's school uniform,248
viy（命运）,viy (fate),248
邪恶（宝可梦）,wicke (pokemon),248
手腕切割,wrist cutting,248
2004年,2004,247
77gl,77gl,247
阿德莱娜,adeleine,247
交替肌肉大小,alternate muscle size,247
水背心,aqua vest,247
artoria pendragon (lancer alter) (royal icing) (fate) (cosplay),artoria pendragon (lancer alter) (royal icing) (fate) (cosplay),247
弹道盾牌,ballistic shield,247
蓝色夏威夷,blue hawaii,247
头上的水桶,bucket on head,247
幼兽,cub,247
达尔,ddal,247
ea（命运/留宿之夜）,ea (fate/stay night),247
远藤冲人,endou okito,247
财富大动脉,fortune arterial,247
装饰,garnish,247
灰猫,grey cat,247
体操挑战服,gym challenge uniform,247
夏树遥,haruka natsuki,247
休斯顿（坎科尔）,houston (kancolle),247
它是干净的,igawa sakura,247
詹娜（英雄联盟）,janna (league of legends),247
枫（梦咲枫）,kaede (yumesaki kaede),247
川上正树,kawakami masaki,247
基德莫,kidmo,247
北岛由纪,kitajima yuuki,247
共荣,kyoeiki,247
李书文（命运）,li shuwen (fate),247
听者（犬神可音）,listener (inugami korone),247
路虎 p08,luger p08,247
魔王大安澄,maou-jou de oyasumi,247
洛克人 x 潜水,mega man x dive,247
莫风明,mofuaki,247
陆生,mutsutake,247
我亲爱的吸血鬼（偶像大师）,my dear vampire (idolmaster),247
nazuna (hidamari 素描),nazuna (hidamari sketch),247
内斯普林菲尔德,negi springfield,247
nibiiro静香,nibiiro shizuka,247
nikuku (kazedesune),nikuku (kazedesune),247
大原弘树,ohara hiroki,247
paya (塞尔达),paya (zelda),247
小指环,pinky ring,247
王子,prince,247
远藤灵梦,reimu endou,247
仁三,ren san,247
ribeyrolles（女子前线）,ribeyrolles (girls' frontline),247
清泉师邓比,seisenshi dunbine,247
栀子花,shibori kasu,247
shoumaru（小工具箱）,shoumaru (gadget box),247
园田悠,sonoda yuu,247
星火,starfire,247
泷岛朝香,takishima asaka,247
东京 exe 女孩,tokyo exe girls,247
友冢晴臣,tomotsuka haruomi,247
瓦尔基里驱动器-美人鱼-,valkyrie drive -mermaid-,247
白色抹胸,white tube top,247
大和铃兰,yamato suzuran,247
zeta gundam (mobile suit),zeta gundam (mobile suit),247
晓（原木地平线）,akatsuki (log horizon),246
角川的akira,akira (kadokawa),246
